DELHI
DELHI,IAC,AI 469,A319,Daily,0920,1055,
MUMBAI,IAC,AI 651,A319,Daily,1310,1650,1
VIZAG,IAC,AI 651,A319,Daily,1310,1410,
RAJKOT
MUMBAI,IAC,AI 656,A319,Daily,1750,1935,
RANCHI
DELHI,IAC,AI 810,A321,Daily,1520,1710,
MUMBAI,IAC,AI 810,A321,Daily,1520,2010,1
SILCHAR
KOLKATA,IAC,AI 3254,A319,7,730,0840,
KOLKATA,IAC,AI 754,A319,137,1500,1605,
KOLKATA,IAC,AI 754,A319,5,1510,1605,
SRINAGAR
DELHI,IAC,AI 659,A321,Daily,1415,1550,
DELHI,IAC,AI 822,A320,Daily,1425,1700,1
DELHI,IAC,AI 3426,A320,2457,1450,1620,
GOA,IAC,AI 659,A321,Daily,1415,2130,2
JAMMU,IAC,AI 3822,A320,2457,1225,1310,
JAMMU,IAC,AI 822,A320,Daily,1425,1510,
LEH,IAC,AI 447,A319,3,945,1040,
MUMBAI,IAC,AI 659,A321,Daily,1415,1915,1
TIRUPATHI
DELHI,IAC,AI 541,A321,Daily,1430,1830,1
HYDERABAD,IAC,AI 541,A321,Daily,1430,1525,
TRIVANDRUM
COCHIN,IAC,AI 466,A321,Daily,0600,0645,
DELHI,IAC,AI 466,A321,Daily,0600,1025,1
MUMBAI,IAC,AI 668,A319,Daily,0915,1130,
UDAIPUR
DELHI,IAC,AI 472,A319,Daily,1100,1220,
MUMBAI,IAC,AI 471,A319,Daily,1345,1510,
VADODARA
DELHI,IAC,AI 820,A320,Daily,0835,1010,
VARANASI
AGRA,IAC,AI 406,A320,136,1225,1330,
DELHI,IAC,AI 405,A321,2457,1550,1720,
DELHI,IAC,AI 405,A320,136,1655,1805,
DELHI,IAC,AI 433,A320,Daily,1725,1900,
KHAJURAHO,IAC,AI 406,A320,136,1225,1445,1
MUMBAI,IAC,AI 696,A319,Daily,1125,1330,
VIJAYAWADA
DELHI,IAC,AI 840,A319,Daily,1710,2120,1
HYDERABAD,IAC,AI 840,A319,Daily,1710,1800,
VIZAG
DELHI,IAC,AI 452,A321,Daily,0850,1110,
MUMBAI,IAC,AI 651,A319,Daily,1445,1650,
AGATTI
BANGALORE,AAS,9I 506,ATR42-3,123456,1145,1510,1
COCHIN,AAS,9I 506,ATR42-3,123456,1145,1300,
AGRA
DELHI,AAS,9I 627,CRJ700,13,1305,1345,
GWALIOR,AAS,9I 628,CRJ700,13,1240,1310,
MUMBAI,AAS,9I 628,CRJ700,13,1240,1530,1
ALLAHABAD
DELHI,AAS,9I 604,CRJ700,12357,1615,1740,
DELHI,AAS,9I 604,ATR42-3,46,1645,1835,
MUMBAI,AAS,9I 613,CRJ700,2456,1310,1505,
BANGALORE
AGATTI,AAS,9I 505,ATR42-3,123456,815,1125,1
COCHIN,AAS,9I 505,ATR42-3,123456,815,0935,
COCHIN,AAS,9I 511,ATR42-3,123,1700,1815,
MANGALORE,AAS,9I 507,ATR42-3,456,1600,1720,
BHUBANESHWAR
PORT BLAIR,AAS,9I 601,CRJ700,1467,820,1020,
BHUJ
MUMBAI,AAS,9I 626,CRJ700,23456,740,0845,
CAR NICOBAR
PORT BLAIR,AAS,9I 902,CRJ700,4,1225,1320,
COCHIN
AGATTI,AAS,9I 505,ATR42-3,123456,1005,1125,
BANGALORE,AAS,9I 506,ATR42-3,123456,1330,1510,
BANGALORE,AAS,9I 512,ATR42-3,123,1850,2010,
DEHRADUN
DELHI,AAS,9I 610,ATR42-3,1,1130,1235,
DELHI,AAS,9I 610,CRJ700,357,1240,1325,
DELHI,AAS,9I 610,CRJ700,246,1445,1530,
DELHI,AAS,9I 810,ATR42-3,12357,1930,2030,
LUCKNOW,AAS,9I 615,CRJ700,246,1155,1255,
DELHI
AGRA,AAS,9I 628,CRJ700,13,1125,1200,
ALLAHABAD,AAS,9I 603,CRJ700,12357,1430,1545,
ALLAHABAD,AAS,9I 603,ATR42-3,46,1430,1625,
BHUBANESHWAR,AAS,9I 601,CRJ700,1467,550,0750,
DEHRADUN,AAS,9I 609,ATR42-3,1,1010,1110,
DEHRADUN,AAS,9I 609,CRJ700,246,1045,1130,
DEHRADUN,AAS,9I 609,CRJ700,357,1130,1215,
DEHRADUN,AAS,9I 809,ATR42-3,12357,1810,1910,
DHARAMSHALA,AAS,9I 813,ATR42-3,234567,1010,1150,
DHARAMSHALA,AAS,9I 813,ATR42-3,1,1315,1455,
GWALIOR,AAS,9I 628,CRJ700,13,1125,1310,1
JABALPUR,AAS,9I 617,CRJ700,135,1455,1615,
KULLU,AAS,9I 805,ATR42-3,134567,630,0750,
MUMBAI,AAS,9I 628,CRJ700,13,1125,1530,2
PANT NAGAR,AAS,9I 815,ATR42-3,2357,1430,1530,
PORT BLAIR,AAS,9I 601,CRJ700,1467,550,1020,1
SURAT,AAS,9I 607,CRJ700,135,655,0840,
DHARAMSHALA
DELHI,AAS,9I 814,ATR42-3,234567,1210,1355,
DELHI,AAS,9I 814,ATR42-3,1,1515,1655,
GUWAHATI
KOLKATA,AAS,9I 740,ATR42-3,1357,1025,1155,
LILABARI,AAS,9I 739,ATR42-3,1357,745,0845,
GWALIOR
AGRA,AAS,9I 627,CRJ700,13,1200,1240,
DELHI,AAS,9I 627,CRJ700,13,1200,1345,1
MUMBAI,AAS,9I 628,CRJ700,13,1340,1530,
JABALPUR
DELHI,AAS,9I 618,CRJ700,135,1650,1835,
KOLKATA
GUWAHATI,AAS,9I 739,ATR42-3,1357,550,0725,
LILABARI,AAS,9I 739,ATR42-3,1357,550,845,1
SHILLONG,AAS,9I 711,ATR42-3,123467,1235,1420,
SILCHAR,AAS,9I 737,ATR42-3,246,550,0725,
TEZPUR,AAS,9I 737,ATR42-3,246,550,830,1
KULLU
DELHI,AAS,9I 806,ATR42-3,134567,810,0940,
LILABARI
GUWAHATI,AAS,9I 740,ATR42-3,1357,905,1005,
KOLKATA,AAS,9I 740,ATR42-3,1357,905,1155,1
LUCKNOW
DEHRADUN,AAS,9I 616,CRJ700,246,1320,1420,
MANGALORE
BANGALORE,AAS,9I 508,ATR42-3,456,1750,1910,
MUMBAI
AGRA,AAS,9I 627,CRJ700,13,945,1240,1
ALLAHABAD,AAS,9I 614,CRJ700,2456,1040,1230,
BHUJ,AAS,9I 625,CRJ700,23456,605,0715,
DELHI,AAS,9I 627,CRJ700,13,945,1345,2
GWALIOR,AAS,9I 627,CRJ700,13,945,1130,
PANT NAGAR
DELHI,AAS,9I 816,ATR42-3,2357,1550,1650,
PORT BLAIR
CAR NICOBAR,AAS,9I 901,CRJ700,4,1100,1155,
DELHI,AAS,9I 602,CRJ700,167,1050,1410,
DELHI,AAS,9I 602,CRJ700,4,1350,1705,
SHILLONG
KOLKATA,AAS,9I 712,ATR42-3,123467,1440,1625,
SILCHAR
KOLKATA,AAS,9I 738,ATR42-3,246,955,1125,
TEZPUR,AAS,9I 737,ATR42-3,246,745,0830,
SURAT
DELHI,AAS,9I 608,CRJ700,135,910,1045,
TEZPUR
KOLKATA,AAS,9I 738,ATR42-3,246,855,1125,1
SILCHAR,AAS,9I 738,ATR42-3,246,855,0935,
AHMEDABAD
